Station information:,,,,,,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority,,,,,
"Auckland, Motat Ews",41351,A6487G,-36.86297,174.71185,16,H,Niwa,,,,,
"Wellington, Kelburn Aws",25354,E1427P,-41.28445,174.76794,125,H,Metservice,,,,,
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,,,,,,
,,,,,,,,,,,,
Surface Wind: Wind Run (Km),,,,,,,,,,,,
Station,Date(NZST),Time(NZST),Dir(DegT),WindRUN(km),Dir StdDev,Spd StdDev,Period(Hrs),Freq,,,,
"Auckland, Motat Ews",22/01/2018,8,27.1,24,18.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",22/01/2018,8,24,24,19.3,24,18.4,24,-,-,-,D
"Auckland, Motat Ews",23/01/2018,8,25.3,24,18.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",23/01/2018,8,23.5,24,18.7,24,17.8,24,-,-,-,D
"Auckland, Motat Ews",24/01/2018,8,27.4,24,17.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",24/01/2018,8,25.2,24,19.4,24,17.8,24,-,-,-,D
"Auckland, Motat Ews",25/01/2018,8,27,24,18.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",25/01/2018,8,26.2,24,19.9,24,18.5,24,-,-,-,D
"Auckland, Motat Ews",26/01/2018,8,27,24,20.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",26/01/2018,8,25.9,24,17.2,24,17.5,24,-,-,-,D
"Auckland, Motat Ews",27/01/2018,8,28.4,24,17.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",27/01/2018,8,19.1,24,17,24,17,24,-,-,-,D
"Auckland, Motat Ews",28/01/2018,8,28,24,17.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",28/01/2018,8,24.9,24,16.6,24,14.1,24,-,-,-,D
"Auckland, Motat Ews",29/01/2018,8,28.8,24,19.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",29/01/2018,8,22.7,24,16.7,24,14.4,24,-,-,-,D
"Auckland, Motat Ews",30/01/2018,8,28.1,24,18.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",30/01/2018,8,28.5,24,19.7,24,17.6,24,-,-,-,D
"Auckland, Motat Ews",31/01/2018,8,27.3,24,20,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",31/01/2018,8,24.5,24,19.8,24,18.2,24,-,-,-,D
"Auckland, Motat Ews",1/02/2018,8,26.8,24,21.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",1/02/2018,8,22.4,24,20.2,24,18.6,24,-,-,-,D
"Auckland, Motat Ews",2/02/2018,8,22.6,24,16,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",2/02/2018,8,24.9,24,16.5,24,15.4,24,-,-,-,D
"Auckland, Motat Ews",3/02/2018,8,24,24,13.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",3/02/2018,8,18.2,24,12.2,24,10.9,24,-,-,-,D
"Auckland, Motat Ews",4/02/2018,8,22.9,24,14.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",4/02/2018,8,17.3,24,9.3,24,7.2,24,-,-,-,D
"Auckland, Motat Ews",5/02/2018,8,23.2,24,15.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",5/02/2018,8,19.7,24,14.2,24,15.5,24,-,-,-,D
"Auckland, Motat Ews",6/02/2018,8,25.8,24,12.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",6/02/2018,8,20.9,24,16.2,24,14.3,24,-,-,-,D
"Auckland, Motat Ews",7/02/2018,8,24.3,24,15.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",7/02/2018,8,21.7,24,13.1,24,10.9,24,-,-,-,D
"Auckland, Motat Ews",8/02/2018,8,25.5,24,14.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",8/02/2018,8,21.7,24,12,24,8.7,24,-,-,-,D
"Auckland, Motat Ews",9/02/2018,8,22.8,24,15,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",9/02/2018,8,22.8,24,12,24,9.2,24,-,-,-,D
"Auckland, Motat Ews",10/02/2018,8,21.4,24,15.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",10/02/2018,8,25.5,24,16.9,24,15.4,24,-,-,-,D
"Auckland, Motat Ews",11/02/2018,8,22.7,24,21.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",11/02/2018,8,21.7,24,16.9,24,16.9,24,-,-,-,D
"Auckland, Motat Ews",12/02/2018,8,23.2,24,19.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",12/02/2018,8,23.9,24,18.1,24,19.1,24,-,-,-,D
"Auckland, Motat Ews",13/02/2018,8,27.6,24,22.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",13/02/2018,8,23.4,24,18.5,24,17.4,24,-,-,-,D
"Auckland, Motat Ews",14/02/2018,8,23.9,24,21,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",14/02/2018,8,25,24,18.9,24,17.5,24,-,-,-,D
"Auckland, Motat Ews",15/02/2018,8,26.6,24,18.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",15/02/2018,8,24.2,24,16.2,24,14,24,-,-,-,D
"Auckland, Motat Ews",16/02/2018,8,26.6,24,14.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",16/02/2018,8,22.9,24,18.4,24,17.1,24,-,-,-,D
"Auckland, Motat Ews",17/02/2018,8,29.1,24,17.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",17/02/2018,8,23.6,24,19.1,24,18,24,-,-,-,D
"Auckland, Motat Ews",18/02/2018,8,26.8,24,18.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",18/02/2018,8,23.9,24,18.9,24,18.1,24,-,-,-,D
"Auckland, Motat Ews",19/02/2018,8,27.7,24,21.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",19/02/2018,8,23.8,24,18.1,24,15.6,24,-,-,-,D
"Auckland, Motat Ews",20/02/2018,8,28,24,21.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",20/02/2018,8,22.4,24,16.6,24,16.5,24,-,-,-,D
"Auckland, Motat Ews",21/02/2018,8,26.9,24,17.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",21/02/2018,8,20.6,24,16.2,24,15,24,-,-,-,D
"Auckland, Motat Ews",22/02/2018,8,24.2,24,15.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",22/02/2018,8,20.6,24,10.7,24,10.4,24,-,-,-,D
"Auckland, Motat Ews",23/02/2018,8,23,24,13.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",23/02/2018,8,16.7,24,9.9,24,8.3,24,-,-,-,D
"Auckland, Motat Ews",24/02/2018,8,24.4,24,12.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",24/02/2018,8,21,24,13.5,24,9.9,24,-,-,-,D
"Auckland, Motat Ews",25/02/2018,8,24.7,24,12,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",25/02/2018,8,22.7,24,16.9,24,15.7,24,-,-,-,D
"Auckland, Motat Ews",26/02/2018,8,27.1,24,13.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",26/02/2018,8,20.3,24,12.9,24,12.7,24,-,-,-,D
"Auckland, Motat Ews",27/02/2018,8,25.2,24,18.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",27/02/2018,8,15.5,24,11.8,24,10.6,24,-,-,-,D
"Auckland, Motat Ews",28/02/2018,8,25.5,24,19.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",28/02/2018,8,18.5,24,13.5,24,13.4,24,-,-,-,D
"Auckland, Motat Ews",1/03/2018,8,23.8,24,18.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",1/03/2018,8,22.1,24,14.5,24,13.9,24,-,-,-,D
"Auckland, Motat Ews",2/03/2018,8,25.1,24,19,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",2/03/2018,8,24.1,24,16.3,24,14.8,24,-,-,-,D
"Auckland, Motat Ews",3/03/2018,8,26,24,18.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",3/03/2018,8,23.3,24,17,24,15.4,24,-,-,-,D
"Auckland, Motat Ews",4/03/2018,8,26.6,24,19.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",4/03/2018,8,24.5,24,17.8,24,15.5,24,-,-,-,D
"Auckland, Motat Ews",5/03/2018,8,27.4,24,15.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",5/03/2018,8,23.6,24,17.3,24,14.8,24,-,-,-,D
"Auckland, Motat Ews",6/03/2018,8,28.5,24,15.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",6/03/2018,8,23.3,24,18.4,24,17.5,24,-,-,-,D
"Auckland, Motat Ews",7/03/2018,8,28.5,24,19.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",7/03/2018,8,21.4,24,13,24,12.8,24,-,-,-,D
"Auckland, Motat Ews",8/03/2018,8,26.5,24,14.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",8/03/2018,8,14.3,24,11.8,24,11.1,24,-,-,-,D
"Auckland, Motat Ews",9/03/2018,8,22.6,24,14.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",9/03/2018,8,16.6,24,13.4,24,11.7,24,-,-,-,D
"Auckland, Motat Ews",10/03/2018,8,26.6,24,12.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",10/03/2018,8,17.1,24,12,24,10,24,-,-,-,D
"Auckland, Motat Ews",11/03/2018,8,25.4,24,14.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",11/03/2018,8,17.2,24,8.7,24,4.9,24,-,-,-,D
"Auckland, Motat Ews",12/03/2018,8,23.6,24,15.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",12/03/2018,8,20.4,24,12,24,7.1,24,-,-,-,D
"Auckland, Motat Ews",13/03/2018,8,18.4,24,15.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",13/03/2018,8,20.3,24,15.2,24,13.2,24,-,-,-,D
"Auckland, Motat Ews",14/03/2018,8,23.4,24,14.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",14/03/2018,8,24.6,24,10.5,24,7.2,24,-,-,-,D
"Auckland, Motat Ews",15/03/2018,8,22.8,24,10.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",15/03/2018,8,20.7,24,14.9,24,13,24,-,-,-,D
"Auckland, Motat Ews",16/03/2018,8,22.2,24,12,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",16/03/2018,8,19.8,24,16.3,24,15,24,-,-,-,D
"Auckland, Motat Ews",17/03/2018,8,24.2,24,12.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",17/03/2018,8,20.6,24,13.1,24,12,24,-,-,-,D
"Auckland, Motat Ews",18/03/2018,8,23.9,24,15.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",18/03/2018,8,17,24,10.1,24,5.8,24,-,-,-,D
"Auckland, Motat Ews",19/03/2018,8,24.4,24,14.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",19/03/2018,8,20.8,24,11.9,24,7.9,24,-,-,-,D
"Auckland, Motat Ews",20/03/2018,8,24.9,24,13.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",20/03/2018,8,22.2,24,14.2,24,10.3,24,-,-,-,D
"Auckland, Motat Ews",21/03/2018,8,25.8,24,13.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",21/03/2018,8,23,24,17.2,24,16,24,-,-,-,D
"Auckland, Motat Ews",22/03/2018,8,25.5,24,12.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",22/03/2018,8,19.1,24,12.3,24,12.2,24,-,-,-,D
"Auckland, Motat Ews",23/03/2018,8,24.6,24,16.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",23/03/2018,8,12.6,24,11,24,10.8,24,-,-,-,D
"Auckland, Motat Ews",24/03/2018,8,24.1,24,16.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",24/03/2018,8,15,24,11.9,24,11.9,24,-,-,-,D
"Auckland, Motat Ews",25/03/2018,8,23.5,24,16,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",25/03/2018,8,20.3,24,14.7,24,12.5,24,-,-,-,D
"Auckland, Motat Ews",26/03/2018,8,24.7,24,12.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",26/03/2018,8,20,24,16,24,14.2,24,-,-,-,D
"Auckland, Motat Ews",27/03/2018,8,25.2,24,14.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",27/03/2018,8,20.1,24,16.3,24,14.5,24,-,-,-,D
"Auckland, Motat Ews",28/03/2018,8,25.2,24,13.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",28/03/2018,8,20.2,24,16.5,24,16.2,24,-,-,-,D
"Auckland, Motat Ews",29/03/2018,8,24.6,24,16.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",29/03/2018,8,21.6,24,15.4,24,13.5,24,-,-,-,D
"Auckland, Motat Ews",30/03/2018,8,26.6,24,16.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",30/03/2018,8,20.8,24,11.8,24,8.7,24,-,-,-,D
"Auckland, Motat Ews",31/03/2018,8,24.6,24,12.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",31/03/2018,8,21.4,24,14.6,24,12.8,24,-,-,-,D
"Auckland, Motat Ews",1/04/2018,9,24.7,24,13.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",1/04/2018,9,18.7,24,8.7,24,6.4,24,-,-,-,D
"Auckland, Motat Ews",2/04/2018,9,22.6,24,11.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",2/04/2018,9,19.9,24,14.4,24,12.5,24,-,-,-,D
"Auckland, Motat Ews",3/04/2018,9,22.7,24,10.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",3/04/2018,9,19.3,24,15.8,24,13.8,24,-,-,-,D
"Auckland, Motat Ews",4/04/2018,9,25.2,24,13.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",4/04/2018,9,20.2,24,16.1,24,13.9,24,-,-,-,D
"Auckland, Motat Ews",5/04/2018,9,25.6,24,12.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",5/04/2018,9,19.5,24,12.4,24,9.6,24,-,-,-,D
"Auckland, Motat Ews",6/04/2018,9,23.4,24,10.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",6/04/2018,9,20.2,24,14.2,24,10.7,24,-,-,-,D
"Auckland, Motat Ews",7/04/2018,9,24.7,24,11.4,24,6,24,-,-,-,D
"Wellington, Kelburn Aws",7/04/2018,9,19.6,24,15.6,24,13.8,24,-,-,-,D
"Auckland, Motat Ews",8/04/2018,9,24.2,24,10.1,24,5.4,24,-,-,-,D
"Wellington, Kelburn Aws",8/04/2018,9,20.3,24,9.2,24,6.2,24,-,-,-,D
"Auckland, Motat Ews",9/04/2018,9,22.4,24,8.8,24,4.1,24,-,-,-,D
"Wellington, Kelburn Aws",9/04/2018,9,17.9,24,13.5,24,12.3,24,-,-,-,D
"Auckland, Motat Ews",10/04/2018,9,22.5,24,16.5,24,13.8,24,-,-,-,D
"Wellington, Kelburn Aws",10/04/2018,9,16.5,24,7.5,24,7.1,24,-,-,-,D
"Auckland, Motat Ews",11/04/2018,9,21.6,24,8.2,24,7.5,24,-,-,-,D
"Wellington, Kelburn Aws",11/04/2018,9,9.4,24,5.7,24,3,24,-,-,-,D
"Auckland, Motat Ews",12/04/2018,9,14.7,24,7.9,24,6.4,24,-,-,-,D
"Wellington, Kelburn Aws",12/04/2018,9,10.9,24,5.4,24,2.3,24,-,-,-,D
"Auckland, Motat Ews",13/04/2018,9,18.4,24,13.1,24,12.3,24,-,-,-,D
"Wellington, Kelburn Aws",13/04/2018,9,14,24,7.7,24,4.1,24,-,-,-,D
"Auckland, Motat Ews",14/04/2018,9,19.9,24,14.5,24,13.6,24,-,-,-,D
"Wellington, Kelburn Aws",14/04/2018,9,14.4,24,9.1,24,7.7,24,-,-,-,D
"Auckland, Motat Ews",15/04/2018,9,20.8,24,14.9,24,11.3,24,-,-,-,D
"Wellington, Kelburn Aws",15/04/2018,9,15,24,7.2,24,2.5,24,-,-,-,D
"Auckland, Motat Ews",16/04/2018,9,23.2,24,17.1,24,13.5,24,-,-,-,D
"Wellington, Kelburn Aws",16/04/2018,9,17.4,24,12.1,24,13.2,24,-,-,-,D
"Auckland, Motat Ews",17/04/2018,9,23.2,24,15,24,9.6,24,-,-,-,D
"Wellington, Kelburn Aws",17/04/2018,9,18.1,24,13.4,24,9.7,24,-,-,-,D
"Auckland, Motat Ews",18/04/2018,9,24.4,24,16,24,11.8,24,-,-,-,D
"Wellington, Kelburn Aws",18/04/2018,9,18.1,24,12.2,24,10.1,24,-,-,-,D
"Auckland, Motat Ews",19/04/2018,9,18.9,24,9.7,24,4.2,24,-,-,-,D
"Wellington, Kelburn Aws",19/04/2018,9,16.1,24,7.1,24,3,24,-,-,-,D
"Auckland, Motat Ews",20/04/2018,9,19.9,24,10.9,24,5.3,24,-,-,-,D
"Wellington, Kelburn Aws",20/04/2018,9,17.9,24,12.8,24,13,24,-,-,-,D
"Auckland, Motat Ews",21/04/2018,9,20.6,24,12.3,24,6.2,24,-,-,-,D
"Wellington, Kelburn Aws",21/04/2018,9,18.6,24,14.4,24,12.9,24,-,-,-,D
"Auckland, Motat Ews",22/04/2018,9,20.9,24,12.7,24,7.7,24,-,-,-,D
"Wellington, Kelburn Aws",22/04/2018,9,18.2,24,8.3,24,7.8,24,-,-,-,D
"Auckland, Motat Ews",23/04/2018,9,19.9,24,10.5,24,4.3,24,-,-,-,D
"Wellington, Kelburn Aws",23/04/2018,9,14.8,24,9.5,24,5.8,24,-,-,-,D
"Auckland, Motat Ews",24/04/2018,9,18.3,24,12.8,24,11.8,24,-,-,-,D
"Wellington, Kelburn Aws",24/04/2018,9,17,24,10.4,24,6.9,24,-,-,-,D
"Auckland, Motat Ews",25/04/2018,9,18.4,24,8.9,24,3.9,24,-,-,-,D
"Wellington, Kelburn Aws",25/04/2018,9,17.4,24,9.4,24,5,24,-,-,-,D
"Auckland, Motat Ews",26/04/2018,9,20.6,24,7.5,24,2.4,24,-,-,-,D
"Wellington, Kelburn Aws",26/04/2018,9,18,24,10.8,24,6.8,24,-,-,-,D
"Auckland, Motat Ews",27/04/2018,9,20.9,24,10.2,24,4.1,24,-,-,-,D
"Wellington, Kelburn Aws",27/04/2018,9,18.9,24,11.5,24,7.5,24,-,-,-,D
"Auckland, Motat Ews",28/04/2018,9,20.4,24,14.4,24,15.3,24,-,-,-,D
"Wellington, Kelburn Aws",28/04/2018,9,16.9,24,14.3,24,11.7,24,-,-,-,D
"Auckland, Motat Ews",29/04/2018,9,19.5,24,17.2,24,14.9,24,-,-,-,D
"Wellington, Kelburn Aws",29/04/2018,9,18.7,24,13.5,24,12.8,24,-,-,-,D
"Auckland, Motat Ews",30/04/2018,9,22.8,24,15.6,24,10.3,24,-,-,-,D
"Wellington, Kelburn Aws",30/04/2018,9,17.3,24,12,24,12.1,24,-,-,-,D
"Auckland, Motat Ews",1/05/2018,9,21.1,24,13.9,24,10.7,24,-,-,-,D
"Wellington, Kelburn Aws",1/05/2018,9,12.8,24,10.7,24,9.4,24,-,-,-,D
"Auckland, Motat Ews",2/05/2018,9,21.5,24,13.9,24,9.2,24,-,-,-,D
"Wellington, Kelburn Aws",2/05/2018,9,16.2,24,11.1,24,9.4,24,-,-,-,D
"Auckland, Motat Ews",3/05/2018,9,22.2,24,7,24,2.1,24,-,-,-,D
"Wellington, Kelburn Aws",3/05/2018,9,13.6,24,6.1,24,2.3,24,-,-,-,D
"Auckland, Motat Ews",4/05/2018,9,18.2,24,5.7,24,1.4,24,-,-,-,D
"Wellington, Kelburn Aws",4/05/2018,9,15.6,24,7.6,24,4.5,24,-,-,-,D
"Auckland, Motat Ews",5/05/2018,9,19.8,24,8.4,24,3.4,24,-,-,-,D
"Wellington, Kelburn Aws",5/05/2018,9,16.2,24,10.4,24,7,24,-,-,-,D
"Auckland, Motat Ews",6/05/2018,9,19.3,24,11.1,24,7.7,24,-,-,-,D
"Wellington, Kelburn Aws",6/05/2018,9,15.4,24,13.6,24,11.5,24,-,-,-,D
"Auckland, Motat Ews",7/05/2018,9,20.6,24,10.2,24,5.2,24,-,-,-,D
"Wellington, Kelburn Aws",7/05/2018,9,18,24,8.9,24,5.2,24,-,-,-,D
"Auckland, Motat Ews",8/05/2018,9,19,24,8.8,24,3.5,24,-,-,-,D
"Wellington, Kelburn Aws",8/05/2018,9,18.1,24,13.1,24,9.4,24,-,-,-,D
"Auckland, Motat Ews",9/05/2018,9,19.7,24,8.7,24,4.2,24,-,-,-,D
"Wellington, Kelburn Aws",9/05/2018,9,17.7,24,14.7,24,12,24,-,-,-,D
"Auckland, Motat Ews",10/05/2018,9,20.9,24,9.2,24,4.6,24,-,-,-,D
"Wellington, Kelburn Aws",10/05/2018,9,19.3,24,13.6,24,10.4,24,-,-,-,D
"Auckland, Motat Ews",11/05/2018,9,20,24,13.7,24,10.1,24,-,-,-,D
"Wellington, Kelburn Aws",11/05/2018,9,16,24,14.3,24,12.8,24,-,-,-,D
"Auckland, Motat Ews",12/05/2018,9,20.5,24,16.8,24,14.4,24,-,-,-,D
"Wellington, Kelburn Aws",12/05/2018,9,16.4,24,12.9,24,12,24,-,-,-,D
"Auckland, Motat Ews",13/05/2018,9,18.9,24,16.9,24,16,24,-,-,-,D
"Wellington, Kelburn Aws",13/05/2018,9,13.4,24,9.6,24,7.9,24,-,-,-,D
"Auckland, Motat Ews",14/05/2018,9,23.4,24,16,24,15.7,24,-,-,-,D
"Wellington, Kelburn Aws",14/05/2018,9,13.1,24,10.3,24,9.6,24,-,-,-,D
"Auckland, Motat Ews",15/05/2018,9,23.7,24,17,24,13.5,24,-,-,-,D
"Wellington, Kelburn Aws",15/05/2018,9,12.3,24,11.1,24,10.2,24,-,-,-,D
"Auckland, Motat Ews",16/05/2018,9,22.1,24,15.3,24,10.6,24,-,-,-,D
"Wellington, Kelburn Aws",16/05/2018,9,15.8,24,12.3,24,10.9,24,-,-,-,D
"Auckland, Motat Ews",17/05/2018,9,21.6,24,12.1,24,9.8,24,-,-,-,D
"Wellington, Kelburn Aws",17/05/2018,9,17.4,24,9.1,24,6.1,24,-,-,-,D
"Auckland, Motat Ews",18/05/2018,9,17.4,24,7.9,24,5.3,24,-,-,-,D
"Wellington, Kelburn Aws",18/05/2018,9,13.8,24,8.4,24,4.9,24,-,-,-,D
"Auckland, Motat Ews",19/05/2018,9,19.3,24,9.3,24,6.2,24,-,-,-,D
"Wellington, Kelburn Aws",19/05/2018,9,15.3,24,13.1,24,12,24,-,-,-,D
"Auckland, Motat Ews",20/05/2018,9,19.6,24,7.6,24,5.3,24,-,-,-,D
"Wellington, Kelburn Aws",20/05/2018,9,16.3,24,10.4,24,7.7,24,-,-,-,D
"Auckland, Motat Ews",21/05/2018,9,19.8,24,11.4,24,7.8,24,-,-,-,D
"Wellington, Kelburn Aws",21/05/2018,9,15,24,12.8,24,11.2,24,-,-,-,D
"Auckland, Motat Ews",22/05/2018,9,20.2,24,12.6,24,9.3,24,-,-,-,D
"Wellington, Kelburn Aws",22/05/2018,9,17.6,24,10.2,24,8.3,24,-,-,-,D
"Auckland, Motat Ews",23/05/2018,9,19.4,24,10.5,24,10.8,24,-,-,-,D
"Wellington, Kelburn Aws",23/05/2018,9,14.9,24,7.6,24,6.4,24,-,-,-,D
"Auckland, Motat Ews",24/05/2018,9,14.9,24,9,24,6.7,24,-,-,-,D
"Wellington, Kelburn Aws",24/05/2018,9,13.1,24,4.5,24,2.3,24,-,-,-,D
"Auckland, Motat Ews",25/05/2018,9,17.2,24,12.3,24,10.2,24,-,-,-,D
"Wellington, Kelburn Aws",25/05/2018,9,14.4,24,7.6,24,4.7,24,-,-,-,D
"Auckland, Motat Ews",26/05/2018,9,16.5,24,6.7,24,4.6,24,-,-,-,D
"Wellington, Kelburn Aws",26/05/2018,9,12.8,24,7.6,24,6,24,-,-,-,D
"Auckland, Motat Ews",27/05/2018,9,15.8,24,11.3,24,8.7,24,-,-,-,D
"Wellington, Kelburn Aws",27/05/2018,9,11.5,24,8,24,4.1,24,-,-,-,D
"Auckland, Motat Ews",28/05/2018,9,16.6,24,6.9,24,5.5,24,-,-,-,D
"Wellington, Kelburn Aws",28/05/2018,9,11.2,24,4.1,24,0.3,24,-,-,-,D
"Auckland, Motat Ews",29/05/2018,9,12.6,24,1.4,24,-0.1,24,-,-,-,D
"Wellington, Kelburn Aws",29/05/2018,9,7.9,24,5.9,24,4.8,24,-,-,-,D
"Auckland, Motat Ews",30/05/2018,9,14.2,24,0.9,24,-0.4,24,-,-,-,D
"Wellington, Kelburn Aws",30/05/2018,9,8.1,24,6.6,24,5.2,24,-,-,-,D
"Auckland, Motat Ews",31/05/2018,9,13.9,24,1.3,24,0,24,-,-,-,D
"Wellington, Kelburn Aws",31/05/2018,9,11.4,24,5.5,24,2.5,24,-,-,-,D
"Auckland, Motat Ews",1/06/2018,9,15.2,24,1.2,24,-0.2,24,-,-,-,D
"Wellington, Kelburn Aws",1/06/2018,9,9.8,24,7.3,24,4.3,24,-,-,-,D
"Auckland, Motat Ews",2/06/2018,9,17,24,6.2,24,0.2,24,-,-,-,D
"Wellington, Kelburn Aws",2/06/2018,9,10.1,24,7.4,24,4.1,24,-,-,-,D
"Auckland, Motat Ews",3/06/2018,9,16.4,24,13.2,24,12.5,24,-,-,-,D
"Wellington, Kelburn Aws",3/06/2018,9,13.3,24,8.4,24,4.6,24,-,-,-,D
"Auckland, Motat Ews",4/06/2018,9,17,24,12.3,24,9.9,24,-,-,-,D
"Wellington, Kelburn Aws",4/06/2018,9,13.6,24,10.4,24,9.4,24,-,-,-,D
"Auckland, Motat Ews",5/06/2018,9,16.9,24,13.8,24,13.3,24,-,-,-,D
"Wellington, Kelburn Aws",5/06/2018,9,15.8,24,10.1,24,9.7,24,-,-,-,D
"Auckland, Motat Ews",6/06/2018,9,17,24,10.2,24,8.6,24,-,-,-,D
"Wellington, Kelburn Aws",6/06/2018,9,11.4,24,5.7,24,4.8,24,-,-,-,D
"Auckland, Motat Ews",7/06/2018,9,12.8,24,5.2,24,3.1,24,-,-,-,D
"Wellington, Kelburn Aws",7/06/2018,9,7.7,24,4.7,24,3.2,24,-,-,-,D
"Auckland, Motat Ews",8/06/2018,9,13.2,24,7.2,24,3.9,24,-,-,-,D
"Wellington, Kelburn Aws",8/06/2018,9,10,24,6.6,24,6.2,24,-,-,-,D
"Auckland, Motat Ews",9/06/2018,9,16.5,24,3.1,24,0.5,24,-,-,-,D
"Wellington, Kelburn Aws",9/06/2018,9,10.8,24,5.3,24,2,24,-,-,-,D
"Auckland, Motat Ews",10/06/2018,9,17.1,24,5.6,24,2.5,24,-,-,-,D
"Wellington, Kelburn Aws",10/06/2018,9,13.2,24,10.4,24,8.3,24,-,-,-,D
"Auckland, Motat Ews",11/06/2018,9,14.9,24,9.5,24,8.5,24,-,-,-,D
"Wellington, Kelburn Aws",11/06/2018,9,13.7,24,8.4,24,4.6,24,-,-,-,D
"Auckland, Motat Ews",12/06/2018,9,12.9,24,10.3,24,9.6,24,-,-,-,D
